鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市上興里２３鄰永昌街７巷６號七樓,24.34,,山坡地保育區,丙種建築用地,1110701,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,93.71,2,2,2,有,有,3530000,37669,,0.0,0,,RPVNMLLKPHHGFFK09DA,72.07,0.0,5.92,有,025
三義鄉,房地(土地+建物),苗栗縣三義鄉雙湖村１１鄰雙草湖１６９之２９號二樓,19.73,都市：其他:住宅區,,,1110712,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850328,78.6,2,1,1,有,無,2500000,31807,,0.0,0,,RPQNMLSKQHHGFEK66DA,54.11,0.0,7.52,有,026
後龍鎮,房地(土地+建物),苗栗縣後龍鎮大庄里１９鄰光華二街６１號,121.54,都市：其他:商業區,,,1110715,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090505,226.1,5,2,5,有,無,16800000,74303,,0.0,0,,RPUNMLSLPHHGFDK96DA,218.74,0.0,7.36,有,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮山佳里８鄰光復路５１２號六樓,16.85,都市：其他:住宅區,,,1110719,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821118,102.99000000000001,2,1,1,有,有,3420000,33207,坡道機械,0.0,0,,RPQNMLQLPHHGFDK98DA,68.45,0.0,4.11,有,
造橋鄉,土地,平安段47地號,8.03,,山坡地保育區,丙種建築用地,1110714,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35000,4359,,0.0,0,,RPSNMLNKPHHGFDK78DA,0.0,0.0,0.0,無,
頭屋鄉,土地,外獅潭段568地號,689.0,,特定農業區,甲種建築用地,1110719,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11280000,16372,,0.0,0,,RPOOMLTKQHHGFBK98DA,0.0,0.0,0.0,無,027
通霄鎮,土地,雲天段517地號,137.18,,鄉村區,乙種建築用地,1110726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,14579,,0.0,0,,RPPNMLTLPHHGFCK09DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市維新里５鄰維祥街１３０巷７號,131.0,,鄉村區,乙種建築用地,1110701,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1110630,189.23,4,2,4,有,無,11100000,58659,,0.0,0,,RPPNMLMLQHHGFBK38DA,174.8,0.0,14.43,無,
苑裡鎮,土地,舊社段528地號,944.5,,特定農業區,農牧用地,1110730,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,3176,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSKQHHGFCK66DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市文聖里１７鄰文發路５７９巷２弄１號,96.98,,山坡地保育區,丙種建築用地,1110713,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0851201,159.97,4,3,3,有,無,8000000,50009,,0.0,0,其他增建；,RPSNMLSKQHHGFBK56DA,144.8,0.0,15.17,無,028
