鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號十二樓之３,17.7,都市：其他:商業區(一),,,1101114,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,135.7,3,2,2,有,有,7860000,63689,坡道平面,26.89,930000,預售屋、或土地及建物分件登記案件；,RPUOMLTKNHHGFDJ76DA,68.78,0.0,4.43,有,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮中豐路一段９９號六樓之５,18.94,都市：其他:電路鐵塔用地,,,1101127,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110318,118.86,2,2,1,有,有,8580000,72186,坡道平面,29.79,0,,RPPNMLLLQHHGFCJ28DA,53.79,0.0,6.38,有,092
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家五路二段７０號二樓之二,40.47,都市：其他:住宅區,,,1101103,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110706,118.51,3,2,2,有,有,18200000,153574,其他,9.91,0,,RPVNMLSKQHHGFBJ76DA,80.59,0.0,5.97,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號十樓之一,32.5,都市：其他:第一種住宅區,,,1101118,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,198.79000000000002,0,0,0,無,有,22470000,120504,坡道平面,26.43,1700000,,RPPSMLOJPHHGFBJ68DA,91.76,7.9,7.84,有,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮四座屋４６號六樓,28.02,,特定農業區,甲種建築用地,1101119,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110608,110.51,2,1,2,有,有,6300000,57008,一樓平面,0.0,0,預售屋、或土地及建物分件登記案件；,RPTPMLSLPHHGFBJ76DA,68.16,0.0,2.99,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號二樓之九,16.25,都市：其他:第一種住宅區,,,1101101,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110331,112.72,1,1,1,有,有,13700000,137907,坡道平面,26.43,1800000,本件於民國111年4月17日辦理轉讓更名平轉,RPVNMLLJQHHGFBJ58DA,46.18,2.75,4.9,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號八樓之一,32.5,都市：其他:第一種住宅區,,,1101115,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,198.79000000000002,3,2,2,有,有,23700000,127060,坡道平面,26.43,1800000,,RPTPMLLJQHHGFBJ58DA,91.76,7.9,7.84,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號九樓之一,32.5,都市：其他:第一種住宅區,,,1101128,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,198.79000000000002,0,0,0,無,有,22250000,119227,坡道平面,26.43,1700000,,RPWPMLLJQHHGFBJ88DA,91.76,7.9,7.84,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號十一樓之一,31.47,都市：其他:第一種住宅區,,,1101115,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,193.39,3,2,2,有,有,24000000,132966,坡道平面,26.43,1800000,,RPXQMLLJQHHGFBJ09DA,91.76,4.54,7.84,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號十一樓之十一,31.06,都市：其他:第一種住宅區,,,1101107,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,190.8,0,0,0,無,有,22150000,124414,坡道平面,26.43,1700000,,RPORMLLJQHHGFBJ28DA,89.08,5.58,7.84,有,
